HuggingFaceID,Architecture,System,Backend,Version,Mode,Status,ErrMsg,Command,Source
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,sglang,0.5.14,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 700, in _attempt\n    pareto_df = SupportMatrix._run_mode(\n                ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 605, in _run_mode\n    pareto_df = task.run()\n                ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task_v2.py"", line 2727, in run\n    return sweep_agg(\n           ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/sweep.py"", line 664, in sweep_agg\n    raise NoFeasibleConfigError(\naiconfigurator_core.sdk.errors.NoFeasibleConfigError: sweep_agg: no results — 2165625 batch point(s) had no answerable perf data (e.g. FPM queries outside the collected domain, or no collected cell matches the model identity/quant modes). Check the collected cells against the resolved quant configuration, or use forward_model='op_level'.\n",uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,sglang,0.5.14,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 700, in _attempt\n    pareto_df = SupportMatrix._run_mode(\n                ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 605, in _run_mode\n    pareto_df = task.run()\n                ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task_v2.py"", line 2748, in run\n    return sweep_disagg(\n           ^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/sweep.py"", line 1407, in sweep_disagg\n    prefill_summary_df = _get_disagg_worker_candidates(\n                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/sweep.py"", line 795, in _get_disagg_worker_candidates\n    raise NoFeasibleConfigError(\naiconfigurator_core.sdk.errors.NoFeasibleConfigError: sweep_disagg/prefill: no results — 55 batch point(s) had no answerable perf data (e.g. FPM queries outside the collected domain, or no collected cell matches the model identity/quant modes). Check the collected cells against the resolved quant configuration, or use forward_model='op_level'.\n",uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,sglang,0.5.16,agg,PASS,,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,sglang,0.5.16,disagg,PASS,,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,trtllm,1.3.0rc20,agg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 700, in _attempt\n    pareto_df = SupportMatrix._run_mode(\n                ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 605, in _run_mode\n    pareto_df = task.run()\n                ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task_v2.py"", line 2727, in run\n    return sweep_agg(\n           ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/sweep.py"", line 664, in sweep_agg\n    raise NoFeasibleConfigError(\naiconfigurator_core.sdk.errors.NoFeasibleConfigError: sweep_agg: no results — 1141875 batch point(s) had no answerable perf data (e.g. FPM queries outside the collected domain, or no collected cell matches the model identity/quant modes). Check the collected cells against the resolved quant configuration, or use forward_model='op_level'.\n",uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,trtllm,1.3.0rc20,disagg,FAIL,"Traceback (most recent call last):\n  File ""tools/support_matrix/support_matrix.py"", line 700, in _attempt\n    pareto_df = SupportMatrix._run_mode(\n                ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""tools/support_matrix/support_matrix.py"", line 605, in _run_mode\n    pareto_df = task.run()\n                ^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/task_v2.py"", line 2748, in run\n    return sweep_disagg(\n           ^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/sweep.py"", line 1407, in sweep_disagg\n    prefill_summary_df = _get_disagg_worker_candidates(\n                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""src/aiconfigurator/sdk/sweep.py"", line 795, in _get_disagg_worker_candidates\n    raise NoFeasibleConfigError(\naiconfigurator_core.sdk.errors.NoFeasibleConfigError: sweep_disagg/prefill: no results — 29 batch point(s) had no answerable perf data (e.g. FPM queries outside the collected domain, or no collected cell matches the model identity/quant modes). Check the collected cells against the resolved quant configuration, or use forward_model='op_level'.\n",uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,trtllm,1.3.0rc23,agg,PASS,,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,trtllm,1.3.0rc23,disagg,PASS,,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,vllm,0.24.0,agg,PASS,,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
MiniMaxAI/MiniMax-M3,MiniMaxM3ForCausalLM,gb300,vllm,0.24.0,disagg,PASS,,uv run aiconfigurator cli default --model-path MiniMaxAI/MiniMax-M3 --total-gpus 128 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,sglang,0.5.14,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,sglang,0.5.14,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,sglang,0.5.16,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,sglang,0.5.16,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc20,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc20,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc23,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc23,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,vllm,0.24.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-0.6B,Qwen3ForCausalLM,gb300,vllm,0.24.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-0.6B --total-gpus 4 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,sglang,0.5.14,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,sglang,0.5.14,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,sglang,0.5.16,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,sglang,0.5.16,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc20,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc20,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc23,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,trtllm,1.3.0rc23,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,vllm,0.24.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-1.7B,Qwen3ForCausalLM,gb300,vllm,0.24.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-1.7B --total-gpus 4 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 1500.0 --tpot 50.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,sglang,0.5.14,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,sglang,0.5.14,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,sglang,0.5.16,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,sglang,0.5.16,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc20,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc20,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc23,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc23,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,vllm,0.24.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B,Qwen3MoeForCausalLM,gb300,vllm,0.24.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B --total-gpus 128 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,sglang,0.5.14,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,sglang,0.5.14,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.14 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,sglang,0.5.16,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,sglang,0.5.16,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend sglang --backend-version 0.5.16 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc20,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc20,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc20 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc23,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,trtllm,1.3.0rc23,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend trtllm --backend-version 1.3.0rc23 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,vllm,0.24.0,agg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
Qwen/Qwen3-235B-A22B-FP8,Qwen3MoeForCausalLM,gb300,vllm,0.24.0,disagg,PASS,,uv run aiconfigurator cli default --model-path Qwen/Qwen3-235B-A22B-FP8 --total-gpus 128 --system gb300 --backend vllm --backend-version 0.24.0 --database-mode SILICON --isl 256 --osl 256 --prefix 128 --ttft 2000000.0 --tpot 50000.0 --top-n 1 --no-color --engine-step-backend rust,silicon
